object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.078, r_dist = 92.36, orig_r_dist = 92.36, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.196, r_dist = 156.99, orig_r_dist = 156.99, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.165, r_dist = 16.06, orig_r_dist = 16.06, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.056, r_dist = 152.68, orig_r_dist = 152.68, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.129, r_dist = 38.66, orig_r_dist = 38.66, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.060, r_dist = 49.19, orig_r_dist = 49.19, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.051, r_dist = 48.09, orig_r_dist = 48.09, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.061, r_dist = 65.34, orig_r_dist = 65.34, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.061, r_dist = 31.57, orig_r_dist = 31.57, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.068, r_dist = 38.05, orig_r_dist = 38.05, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.073, r_dist = 39.14, orig_r_dist = 39.14, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.058, r_dist = 30.99, orig_r_dist = 30.99, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.075, r_dist = 37.34, orig_r_dist = 37.34, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.077, r_dist = 40.32, orig_r_dist = 40.32, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.074, r_dist = 39.18, orig_r_dist = 39.18, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.078, r_dist = 45.32, orig_r_dist = 45.32, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.120, r_dist = 37.81, orig_r_dist = 37.81, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.190, r_dist = 93.41, orig_r_dist = 93.41, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.053, r_dist = 23.76, orig_r_dist = 23.76, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.048, r_dist = 24.64, orig_r_dist = 24.64, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.077, r_dist = 45.40, orig_r_dist = 45.40, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.082, r_dist = 30.33, orig_r_dist = 30.33, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.042, r_dist = 89.68, orig_r_dist = 89.68, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.072, r_dist = 28.10, orig_r_dist = 28.10, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.059, r_dist = 24.64, orig_r_dist = 24.64, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.212, r_dist = 88.32, orig_r_dist = 88.32, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.048, r_dist = 33.74, orig_r_dist = 33.74, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.262, r_dist = 170.88, orig_r_dist = 170.88, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.040, r_dist = 37.48, orig_r_dist = 37.48, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.265, r_dist = 176.97, orig_r_dist = 176.97, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.272, r_dist = 166.88, orig_r_dist = 166.88, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.060, r_dist = 39.71, orig_r_dist = 39.71, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.039, r_dist = 17.99, orig_r_dist = 17.99, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.035, r_dist = 145.06, orig_r_dist = 145.06, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.056, r_dist = 19.82, orig_r_dist = 19.82, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.051, r_dist = 22.95, orig_r_dist = 22.95, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.082, r_dist = 47.20, orig_r_dist = 47.20, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.036, r_dist = 37.59, orig_r_dist = 37.59, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.161, r_dist = 78.06, orig_r_dist = 78.06, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.223, r_dist = 174.23, orig_r_dist = 174.23, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.039, r_dist = 22.18, orig_r_dist = 22.18, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.068, r_dist = 16.76, orig_r_dist = 16.76, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.432, r_dist = 148.98, orig_r_dist = 148.98, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.082, r_dist = 162.12, orig_r_dist = 162.12, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.116, r_dist = 36.76, orig_r_dist = 36.76, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.102, r_dist = 22.32, orig_r_dist = 22.32, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.063, r_dist = 22.80, orig_r_dist = 22.80, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.061, r_dist = 23.28, orig_r_dist = 23.28, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.125, r_dist = 178.02, orig_r_dist = 178.02, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.167, r_dist = 151.70, orig_r_dist = 151.70, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.096, r_dist = 96.62, orig_r_dist = 96.62, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.144, r_dist = 27.90, orig_r_dist = 27.90, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.032, r_dist = 48.52, orig_r_dist = 48.52, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.039, r_dist = 21.34, orig_r_dist = 21.34, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.137, r_dist = 167.62, orig_r_dist = 167.62, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.473, r_dist = 163.40, orig_r_dist = 163.40, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.111, r_dist = 43.44, orig_r_dist = 43.44, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.141, r_dist = 30.12, orig_r_dist = 30.12, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.103, r_dist = 178.29, orig_r_dist = 178.29, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.493, r_dist = 139.73, orig_r_dist = 139.73, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.050, r_dist = 21.33, orig_r_dist = 21.33, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.481, r_dist = 97.94, orig_r_dist = 97.94, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.143, r_dist = 28.70, orig_r_dist = 28.70, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.085, r_dist = 104.06, orig_r_dist = 104.06, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.379, r_dist = 35.01, orig_r_dist = 35.01, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.357, r_dist = 32.04, orig_r_dist = 32.04, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.499, r_dist = 148.09, orig_r_dist = 148.09, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.052, r_dist = 154.26, orig_r_dist = 154.26, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.067, r_dist = 152.61, orig_r_dist = 152.61, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.123, r_dist = 157.16, orig_r_dist = 157.16, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.033, r_dist = 61.22, orig_r_dist = 61.22, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.073, r_dist = 169.30, orig_r_dist = 169.30, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.286, r_dist = 101.89, orig_r_dist = 101.89, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.111, r_dist = 56.71, orig_r_dist = 56.71, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.088, r_dist = 41.35, orig_r_dist = 41.35, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.059, r_dist = 163.08, orig_r_dist = 163.08, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.132, r_dist = 41.11, orig_r_dist = 41.11, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.016, r_dist = 175.32, orig_r_dist = 175.32, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.066, r_dist = 169.90, orig_r_dist = 169.90, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.063, r_dist = 175.77, orig_r_dist = 175.77, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.032, r_dist = 167.18, orig_r_dist = 167.18, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.046, r_dist = 27.64, orig_r_dist = 27.64, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.259, r_dist = 59.55, orig_r_dist = 59.55, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.022, r_dist = 177.59, orig_r_dist = 177.59, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.058, r_dist = 169.25, orig_r_dist = 169.25, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.055, r_dist = 175.52, orig_r_dist = 175.52, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.275, r_dist = 87.38, orig_r_dist = 87.38, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.035, r_dist = 15.17, orig_r_dist = 15.17, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.108, r_dist = 8.60, orig_r_dist = 8.60, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.140, r_dist = 36.55, orig_r_dist = 36.55, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.067, r_dist = 171.48, orig_r_dist = 171.48, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.108, r_dist = 140.22, orig_r_dist = 140.22, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.075, r_dist = 144.57, orig_r_dist = 144.57, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.195, r_dist = 88.24, orig_r_dist = 88.24, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.202, r_dist = 111.79, orig_r_dist = 111.79, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.062, r_dist = 153.23, orig_r_dist = 153.23, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.065, r_dist = 176.68, orig_r_dist = 176.68, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.142, r_dist = 162.02, orig_r_dist = 162.02, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.299, r_dist = 95.20, orig_r_dist = 95.20, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.188, r_dist = 164.79, orig_r_dist = 164.79, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.221, r_dist = 97.73, orig_r_dist = 97.73, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.202, r_dist = 91.85, orig_r_dist = 91.85, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.015, r_dist = 144.85, orig_r_dist = 144.85, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.233, r_dist = 92.20, orig_r_dist = 92.20, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.058, r_dist = 48.72, orig_r_dist = 48.72, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.033, r_dist = 36.29, orig_r_dist = 36.29, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.028, r_dist = 57.60, orig_r_dist = 57.60, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.021, r_dist = 162.87, orig_r_dist = 162.87, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.022, r_dist = 156.32, orig_r_dist = 156.32, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.410, r_dist = 51.46, orig_r_dist = 51.46, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.036, r_dist = 172.38, orig_r_dist = 172.38, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.231, r_dist = 90.05, orig_r_dist = 90.05, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.075, r_dist = 158.19, orig_r_dist = 158.19, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.165, r_dist = 57.23, orig_r_dist = 57.23, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.170, r_dist = 129.06, orig_r_dist = 129.06, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.020, r_dist = 98.54, orig_r_dist = 98.54, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.200, r_dist = 105.58, orig_r_dist = 105.58, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.036, r_dist = 173.46, orig_r_dist = 173.46, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.251, r_dist = 90.50, orig_r_dist = 90.50, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.160, r_dist = 120.39, orig_r_dist = 120.39, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.201, r_dist = 39.65, orig_r_dist = 39.65, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.097, r_dist = 178.07, orig_r_dist = 178.07, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.213, r_dist = 37.37, orig_r_dist = 37.37, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.073, r_dist = 127.75, orig_r_dist = 127.75, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.356, r_dist = 90.01, orig_r_dist = 90.01, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.048, r_dist = 73.09, orig_r_dist = 73.09, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.207, r_dist = 104.59, orig_r_dist = 104.59, total_time = 1.0000
